"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-09-18"," 99","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-09-25"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-10-02"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-10-09"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-10-16"," 94","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-10-23"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-10-30"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-11-06"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-11-13"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-11-20"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-11-27"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-12-04"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-12-11"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-12-18"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-12-25"," 98","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-01-01"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-01-08"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-01-15"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-01-22"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-01-29"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-02-05"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-02-12"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-02-19"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-02-26"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-03-04"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-03-11"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-03-18"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-03-25"," 94","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-04-01"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-04-08"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-04-15"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-04-22"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-04-29"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-05-06"," 98","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-05-13"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-05-20"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-05-27"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-06-03"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-06-10"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-06-17"," 96","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-06-24"," 95","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-07-01"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-07-08"," 94","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-07-15","116","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-07-22","110","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-07-29","112","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-08-05","104","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-08-12"," 95","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-08-19"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-08-26"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-09-02","103","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-09-09"," 90","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-09-16"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-09-23"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-09-30"," 88","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-10-07"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-10-14"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-10-21"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-10-28"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-11-04"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-11-11"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-11-18"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-11-25"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-12-02"," 90","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-12-09"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-12-16"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-12-23"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2012-12-30"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-01-06"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-01-13"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-01-20"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-01-27"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-02-03"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-02-10"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-02-17"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-02-24"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-03-03"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-03-10"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-03-17"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-03-24"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-03-31"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-04-07"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-04-14"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-04-21"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-04-28"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-05-05"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-05-12"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-05-19"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-05-26"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-06-02"," 88","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-06-09"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-06-16"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-06-23"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-06-30"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-07-07"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-07-14"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-07-21"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-07-28"," 99","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-08-04"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-08-11"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-08-18"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-08-25"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-09-01"," 96","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-09-08"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-09-15"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-09-22"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-09-29"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-10-06"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-10-13"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-10-20"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-10-27"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-11-03"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-11-10"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-11-17"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-11-24"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-12-01"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-12-08"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-12-15"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-12-22"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2013-12-29"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-01-05"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-01-12"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-01-19"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-01-26"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-02-02"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-02-09"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-02-16"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-02-23"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-03-02"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-03-09"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-03-16"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-03-23"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-03-30"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-04-06"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-04-13"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-04-20"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-04-27"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-05-04"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-05-11"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2014-05-18"," 86","Number","11-01-21"
